,id,name,symbol,category,description,slug,logo,tags,tag-names,tag-groups,date_added,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,last_updated,buy_percentage,sell_percentage,transaction_frequency,retention_days
21,1958.0,TRON,TRX,coin,"TRON (TRX) is a cryptocurrency . TRON has a current supply of 101,787,921,942.60007 with 101,787,873,590.36755 in circulation. The last known price of TRON is 0.06593198 USD and is down -7.41 over the last 24 hours. It is currently trading on 565 active market(s) with $1,379,337,299.94 traded over the last 24 hours. More information can be found at https://tron.network/.",tron,https://s2.coinmarketcap.com/static/img/coins/64x64/1958.png,"['media', 'payments', 'tron-ecosystem', 'binance-smart-chain']","['Media', 'Payments', 'TRON Ecosystem', 'Binance Smart Chain Ecosystem']","['INDUSTRY', 'INDUSTRY', 'PLATFORM', 'PLATFORM']",2017-09-13T00:00:00.000Z,0.06587105144450886,1377222986.3963056,11.934,-0.02541374,-7.27947324,4.25399751,-1.93326278,-25.89810837,-40.34405982,6704874257.698266,0.3389,6704877442.71,2022-02-11T12:41:00.000Z,0.5061960468546127,0.4938039531453873,2158,3.0
22,1966.0,Decentraland,MANA,token,"Decentraland (MANA) is a cryptocurrency and operates on the Ethereum platform. Decentraland has a current supply of 2,193,847,127.320146 with 1,832,138,998.3634298 in circulation. The last known price of Decentraland is 3.19512243 USD and is down -2.90 over the last 24 hours. It is currently trading on 238 active market(s) with $1,034,920,384.63 traded over the last 24 hours. More information can be found at https://decentraland.org/.",decentraland,https://s2.coinmarketcap.com/static/img/coins/64x64/1966.png,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn']","['Platform', 'Collectibles & NFTs', 'Gaming', 'Payments', 'Metaverse', 'BoostVC Portfolio', 'DCG Portfolio', 'Fabric Ventures Portfolio', 'Kenetic Capital Portfolio', 'Polygon Ecosystem', 'Play To Earn']","['CATEGORY', 'CATEGORY', 'INDUSTRY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'CATEGORY']",2017-09-17T00:00:00.000Z,3.193396393838445,1033383923.0985516,20.7298,0.05466916,-2.59330214,20.97834878,4.66162393,-6.52279075,-5.99186622,5850746070.384557,0.2957,7005823505.02,2022-02-11T12:41:00.000Z,0.5024661995902558,0.4975338004097441,5000,3.0
23,1975.0,Chainlink,LINK,token,"Chainlink (LINK) is a cryptocurrency and operates on the Ethereum platform. Chainlink has a current supply of 1,000,000,000 with 467,009,549.5205637 in circulation. The last known price of Chainlink is 17.68541543 USD and is down -4.77 over the last 24 hours. It is currently trading on 588 active market(s) with $939,551,572.73 traded over the last 24 hours. More information can be found at https://chain.link/.",chainlink,https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'binance-smart-chain', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'cardano']","['Platform', 'DeFi', 'Oracles', 'Smart Contracts', 'Substrate', 'Polkadot', 'Binance Smart Chain Ecosystem', 'Polkadot Ecosystem', 'Avalanche Ecosystem', 'Solana Ecosystem', 'Framework Ventures Portfolio', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Cardano Ecosystem', 'Web3', 'Near Protocol Ecosystem', 'Cardano']","['CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'PLATFORM', 'PLATFORM', 'PLATFORM', 'PLATFORM', 'CATEGORY', 'PLATFORM', 'PLATFORM', 'CATEGORY', 'INDUSTRY', 'CATEGORY', 'PLATFORM']",2017-09-20T00:00:00.000Z,17.68537317294652,940262164.8158907,47.1551,0.57644245,-4.61850955,7.40556076,-33.49619044,-7.58344761,-46.92586972,8259238158.600817,0.4175,17685373172.95,2022-02-11T12:41:00.000Z,0.5144561110361713,0.4855438889638288,5000,3.0
24,2010.0,Cardano,ADA,coin,"Cardano (ADA) is a cryptocurrency launched in 2017. Users are able to generate ADA through the process of mining. Cardano has a current supply of 34,085,668,605.164 with 33,592,646,021.81 in circulation. The last known price of Cardano is 1.16030993 USD and is down -3.84 over the last 24 hours. It is currently trading on 363 active market(s) with $1,878,214,275.86 traded over the last 24 hours. More information can be found at https://www.cardano.org.",cardano,https://s2.coinmarketcap.com/static/img/coins/64x64/2010.png,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'binance-smart-chain', 'cardano-ecosystem', 'cardano']","['Mineable', 'DPoS', 'PoS', 'Platform', 'Research', 'Smart Contracts', 'Staking', 'Binance Smart Chain Ecosystem', 'Cardano Ecosystem', 'Cardano']","['OTHERS', 'ALGORITHM', 'ALGORITHM', 'CATEGORY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'CATEGORY', 'PLATFORM']",2017-10-01T00:00:00.000Z,1.1596958943716817,1879112115.624986,37.2555,0.42969995,-3.6714767,9.11084435,-7.72198036,-11.31155199,-42.80106479,38957253672.574265,1.9691,52186315246.73,2022-02-11T12:41:00.000Z,0.5892627139643042,0.41073728603569576,5000,3.0
25,2011.0,Tezos,XTZ,coin,"Tezos (XTZ) is a cryptocurrency . Tezos has a current supply of 905,736,490.908168 with 877,521,625.501972 in circulation. The last known price of Tezos is 4.25199365 USD and is down -5.44 over the last 24 hours. It is currently trading on 196 active market(s) with $307,464,423.10 traded over the last 24 hours. More information can be found at https://www.tezos.com/.",tezos,https://s2.coinmarketcap.com/static/img/coins/64x64/2011.png,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'binance-smart-chain', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio']","['PoS', 'Platform', 'Enterprise Solutions', 'Collectibles & NFTs', 'DeFi', 'Smart Contracts', 'Binance Smart Chain Ecosystem', 'Polychain Capital Portfolio', 'BoostVC Portfolio', 'Winklevoss Capital Portfolio']","['ALGORITHM', 'CATEGORY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'CATEGORY', 'CATEGORY', 'CATEGORY']",2017-10-06T00:00:00.000Z,4.260947000622515,307039343.12680775,15.488,-0.7535709,-4.86104696,10.97472304,-1.9043977,-1.18719252,-26.97791785,3739073138.1640215,0.1889,3859295184.29,2022-02-11T12:41:00.000Z,0.5422371516875167,0.45776284831248326,5000,3.0
26,2087.0,KuCoin Token,KCS,token,"KuCoin Token (KCS) is a cryptocurrency and operates on the Ethereum platform. KuCoin Token has a current supply of 170,118,638 with 80,118,638 in circulation. The last known price of KuCoin Token is 20.42165102 USD and is down -2.84 over the last 24 hours. It is currently trading on 35 active market(s) with $14,743,085.86 traded over the last 24 hours. More information can be found at https://www.kucoin.com/.",kucoin-token,https://s2.coinmarketcap.com/static/img/coins/64x64/2087.png,"['marketplace', 'centralized-exchange', 'discount-token', 'algorand-ecosystem']","['Marketplace', 'Centralized Exchange', 'Discount Token', 'Algorand Ecosystem']","['INDUSTRY', 'CATEGORY', 'CATEGORY', 'CATEGORY']",2017-10-24T00:00:00.000Z,20.44036402976739,14759277.08886344,15.7483,0.24268007,-2.759441,11.07210895,2.58704564,-2.66219236,-8.4936873,1637654126.2891548,0.0828,3477286888.97,2022-02-11T12:41:00.000Z,,,,3.0
27,2130.0,Enjin Coin,ENJ,token,"Enjin Coin (ENJ) is a cryptocurrency and operates on the Ethereum platform. Enjin Coin has a current supply of 1,000,000,000 with 854,696,205.567558 in circulation. The last known price of Enjin Coin is 2.02079022 USD and is down -4.49 over the last 24 hours. It is currently trading on 220 active market(s) with $294,601,927.85 traded over the last 24 hours. More information can be found at https://enjin.io/.",enjin-coin,https://s2.coinmarketcap.com/static/img/coins/64x64/2130.png,"['media', 'collectibles-nfts', 'gaming', 'ethereum-ecosystem', 'metaverse', 'arrington-xrp-capital-portfolio']","['Media', 'Collectibles & NFTs', 'Gaming', 'Ethereum Ecosystem', 'Metaverse', 'Arrington XRP Capital Portfolio']","['INDUSTRY', 'CATEGORY', 'INDUSTRY', 'PLATFORM', 'CATEGORY', 'CATEGORY']",2017-11-01T00:00:00.000Z,2.0196077493546807,293357540.4086767,20.2358,0.17754042,-4.07101875,18.22118244,-17.56929933,-19.5348452,-35.43783291,1726151080.1082814,0.0872,2019607749.35,2022-02-11T12:41:00.000Z,0.6076662015991035,0.3923337984008966,3126,3.0
28,2280.0,Filecoin,FIL,coin,"Filecoin (FIL) is a cryptocurrency launched in 2020. Users are able to generate FIL through the process of mining. Filecoin has a current supply of 159,687,780. The last known price of Filecoin is 23.09399895 USD and is down -5.55 over the last 24 hours. It is currently trading on 169 active market(s) with $574,604,466.37 traded over the last 24 hours. More information can be found at https://filecoin.io/.",filecoin,https://s2.coinmarketcap.com/static/img/coins/64x64/2280.png,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'binance-smart-chain', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3']","['Mineable', 'Distributed Computing', 'Filesharing', 'Storage', 'Binance Smart Chain Ecosystem', 'Polychain Capital Portfolio', 'Blockchain Capital Portfolio', 'BoostVC Portfolio', 'DCG Portfolio', 'Hashkey Capital Portfolio', 'a16z Portfolio', 'Winklevoss Capital Portfolio', 'Pantera Capital Portfolio', 'Web3']","['OTHERS', 'INDUSTRY', 'INDUSTRY', 'CATEGORY', 'PLATFORM', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'INDUSTRY']",2017-12-13T00:00:00.000Z,23.09228919983956,573815135.9290944,29.2582,0.27058795,-5.36264565,10.16337217,-22.2537971,-39.49578724,-63.09829045,3687556397.440356,0.1863,3687556397.44,2022-02-11T12:41:00.000Z,0.6086695313707953,0.3913304686292047,5000,3.0
29,2416.0,Theta Network,THETA,coin,"Theta Network (THETA) is a cryptocurrency . Theta Network has a current supply of 1,000,000,000. The last known price of Theta Network is 4.06987263 USD and is up 6.91 over the last 24 hours. It is currently trading on 96 active market(s) with $1,362,934,974.54 traded over the last 24 hours. More information can be found at https://www.thetatoken.org/.",theta-network,https://s2.coinmarketcap.com/static/img/coins/64x64/2416.png,"['media', 'collectibles-nfts', 'content-creation', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']","['Media', 'Collectibles & NFTs', 'Content Creation', 'Video', 'Metaverse', 'Huobi Capital Portfolio', 'Web3']","['INDUSTRY', 'CATEGORY', 'INDUSTRY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'INDUSTRY']",2018-01-17T00:00:00.000Z,4.068797376866741,1361167762.409906,246.9976,0.47923304,6.07785007,41.32080595,-4.41084485,-3.37770784,-42.83170264,4068797376.866741,0.2057,4068797376.87,2022-02-11T12:41:00.000Z,,,,3.0
30,2502.0,Huobi Token,HT,token,"Huobi Token (HT) is a cryptocurrency and operates on the Ethereum platform. Huobi Token has a current supply of 500,000,000 with 156,741,729.25441208 in circulation. The last known price of Huobi Token is 9.955141 USD and is down -0.17 over the last 24 hours. It is currently trading on 108 active market(s) with $45,371,447.75 traded over the last 24 hours. More information can be found at https://www.huobiwallet.com.",huobi-token,https://s2.coinmarketcap.com/static/img/coins/64x64/2502.png,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'algorand-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio']","['Marketplace', 'Centralized Exchange', 'Discount Token', 'Payments', 'Algorand Ecosystem', 'Kenetic Capital Portfolio', 'Alameda Research Portfolio', 'Multicoin Capital Portfolio']","['INDUSTRY', 'CATEGORY', 'CATEGORY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY']",2018-02-03T00:00:00.000Z,9.953709117063228,45369480.86529306,19.9683,-0.05123757,-0.1877929,6.21797156,5.89761267,-0.28414052,1.3036997,1560161579.5038977,0.0788,4976854558.53,2022-02-11T12:41:00.000Z,,,,3.0
31,2563.0,TrueUSD,TUSD,token,"TrueUSD (TUSD) is a cryptocurrency and operates on the Binance Chain (BEP2) platform. TrueUSD has a current supply of 1,476,390,601.110991. The last known price of TrueUSD is 0.99956597 USD and is down -0.01 over the last 24 hours. It is currently trading on 226 active market(s) with $136,702,217.88 traded over the last 24 hours. More information can be found at https://www.trueusd.com/.",trueusd,https://s2.coinmarketcap.com/static/img/coins/64x64/2563.png,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'binance-smart-chain', 'avalanche-ecosystem']","['Store Of Value', 'Stablecoin', 'Asset-Backed Stablecoin', 'Binance Smart Chain Ecosystem', 'Avalanche Ecosystem']","['CATEGORY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'PLATFORM']",2018-03-06T00:00:00.000Z,0.9995325086376662,136744175.65524036,-26.5123,-0.0520754,-0.02391852,-0.01136485,-0.12362402,-0.07727245,-0.13206539,1475700401.2575407,0.0746,1475700401.26,2022-02-11T12:41:00.000Z,,,,3.0
32,2682.0,Holo,HOT,token,"Holo (HOT) is a cryptocurrency and operates on the Ethereum platform. Holo has a current supply of 177,619,433,541.14133 with 173,174,228,546.6286 in circulation. The last known price of Holo is 0.00549928 USD and is down -4.46 over the last 24 hours. It is currently trading on 102 active market(s) with $104,519,598.21 traded over the last 24 hours. More information can be found at https://holochain.org/.",holo,https://s2.coinmarketcap.com/static/img/coins/64x64/2682.png,"['platform', 'distributed-computing', 'filesharing', 'storage']","['Platform', 'Distributed Computing', 'Filesharing', 'Storage']","['CATEGORY', 'INDUSTRY', 'INDUSTRY', 'CATEGORY']",2018-04-29T00:00:00.000Z,0.005493431400592285,104098498.36166956,18.4625,0.04497277,-4.25667529,22.84379448,-11.96720643,-33.69159958,-59.23759872,951320744.8713944,0.0481,975740173.57,2022-02-11T12:41:00.000Z,,,,3.0
33,2694.0,Nexo,NEXO,token,"Nexo (NEXO) is a cryptocurrency launched in 2018and operates on the Ethereum platform. Nexo has a current supply of 1,000,000,000 with 560,000,011 in circulation. The last known price of Nexo is 2.07827926 USD and is down -10.28 over the last 24 hours. It is currently trading on 57 active market(s) with $12,736,299.62 traded over the last 24 hours. More information can be found at http://nexo.io.",nexo,https://s2.coinmarketcap.com/static/img/coins/64x64/2694.png,"['services', 'payments', 'cardano-ecosystem']","['Services', 'Payments', 'Cardano Ecosystem']","['INDUSTRY', 'INDUSTRY', 'CATEGORY']",2018-05-01T00:00:00.000Z,2.078267536957716,12667624.68745859,54.8863,-0.31840056,-10.11521404,-2.73381339,-7.59944214,-13.29666062,-36.13385993,1163829843.5572639,0.0588,2078267536.96,2022-02-11T12:41:00.000Z,0.5782734174864516,0.42172658251354844,347,3.0
34,2777.0,IoTeX,IOTX,coin,"IoTeX (IOTX) is a cryptocurrency . IoTeX has a current supply of 9,626,124,332.32 with 9,540,779,324.30788 in circulation. The last known price of IoTeX is 0.11709359 USD and is up 8.58 over the last 24 hours. It is currently trading on 73 active market(s) with $215,005,519.74 traded over the last 24 hours. More information can be found at https://www.iotex.io/.",iotex,https://s2.coinmarketcap.com/static/img/coins/64x64/2777.png,"['platform', 'iot', 'binance-smart-chain', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'iotex-ecosystem']","['Platform', 'IoT', 'Binance Smart Chain Ecosystem', 'Hashkey Capital Portfolio', 'Kenetic Capital Portfolio', 'IoTeX Ecosystem']","['CATEGORY', 'INDUSTRY', 'PLATFORM', 'CATEGORY', 'CATEGORY', 'PLATFORM']",2018-05-25T00:00:00.000Z,0.11665457824692078,216666562.4882963,59.3806,-1.22392389,8.72526181,51.19428039,11.85605233,3.01560791,-47.0526513,1112975588.2240777,0.0563,1166545782.47,2022-02-11T12:41:00.000Z,0.46920757012866465,0.5307924298713353,4211,3.0
35,3077.0,VeChain,VET,coin,"VeChain (VET) is a cryptocurrency . VeChain has a current supply of 86,712,634,466 with 64,315,576,989 in circulation. The last known price of VeChain is 0.06353401 USD and is down -5.99 over the last 24 hours. It is currently trading on 163 active market(s) with $373,881,388.71 traded over the last 24 hours. More information can be found at https://www.vechain.org/.",vechain,https://s2.coinmarketcap.com/static/img/coins/64x64/3077.png,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']","['Logistics', 'Data Provenance', 'IoT', 'Smart Contracts', 'Fenbushi Capital Portfolio']","['INDUSTRY', 'INDUSTRY', 'INDUSTRY', 'CATEGORY', 'CATEGORY']",2017-08-22T00:00:00.000Z,0.06348728733135564,372483956.1231618,21.8422,0.2505735,-5.65530138,14.9709407,-20.56240033,-23.23951959,-59.25720791,4083221516.182568,0.2063,5505149939.6,2022-02-11T12:41:00.000Z,0.738633712251888,0.261366287748112,413,3.0
36,3155.0,Quant,QNT,token,"Quant (QNT) is a cryptocurrency and operates on the Ethereum platform. Quant has a current supply of 14,612,493.080826 with 12,072,738 in circulation. The last known price of Quant is 142.52938485 USD and is down -4.90 over the last 24 hours. It is currently trading on 77 active market(s) with $60,368,150.03 traded over the last 24 hours. More information can be found at https://quant.network/.",quant,https://s2.coinmarketcap.com/static/img/coins/64x64/3155.png,"['platform', 'interoperability']","['Platform', 'Interoperability']","['CATEGORY', 'CATEGORY']",2018-08-10T00:00:00.000Z,142.43635037918472,60246796.80253353,-0.7277,0.43441899,-4.73771687,2.9745907,-15.03838615,-24.01839276,-44.46638687,1719596739.8040977,0.0869,2081350172.86,2022-02-11T12:41:00.000Z,0.5140752213705972,0.48592477862940275,2909,3.0
37,3330.0,Pax Dollar,USDP,token,"Pax Dollar (USDP) is a cryptocurrency and operates on the Ethereum platform. Pax Dollar has a current supply of 945,642,940.11. The last known price of Pax Dollar is 0.99940129 USD and is up 0.28 over the last 24 hours. It is currently trading on 38 active market(s) with $14,444,990.90 traded over the last 24 hours. More information can be found at https://www.paxos.com/usdp/.",paxos-standard,https://s2.coinmarketcap.com/static/img/coins/64x64/3330.png,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'binance-smart-chain']","['Store Of Value', 'Stablecoin', 'Asset-Backed Stablecoin', 'Binance Smart Chain Ecosystem']","['CATEGORY', 'CATEGORY', 'CATEGORY', 'PLATFORM']",2018-09-27T00:00:00.000Z,0.9991520896150448,14440338.59647967,31.6745,0.11122622,-0.04993806,-0.0916311,-0.04069347,-0.09447147,-0.17978606,944841119.6406212,0.0478,944841119.64,2022-02-11T12:41:00.000Z,,,,3.0
38,3408.0,USD Coin,USDC,token,"USD Coin (USDC) is a cryptocurrency and operates on the Ethereum platform. USD Coin has a current supply of 52,094,432,565.99805. The last known price of USD Coin is 0.99980648 USD and is down -0.01 over the last 24 hours. It is currently trading on 2986 active market(s) with $4,358,088,223.08 traded over the last 24 hours. More information can be found at https://www.centre.io/usdc.",usd-coin,https://s2.coinmarketcap.com/static/img/coins/64x64/3408.png,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'binance-smart-chain', 'fantom-ecosystem', 'moonriver-ecosystem']","['Medium of Exchange', 'Stablecoin', 'Asset-Backed Stablecoin', 'Binance Smart Chain Ecosystem', 'Fantom Ecosystem', 'Moonriver Ecosystem']","['INDUSTRY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'PLATFORM', 'CATEGORY']",2018-10-08T00:00:00.000Z,0.999877409321757,4356998945.05454,34.5849,0.07439654,-0.00546543,0.02647773,-0.06845325,-0.04637967,-0.09122681,52088046274.17709,2.6322,52088046274.18,2022-02-11T12:41:00.000Z,0.3057219712215965,0.6942780287784035,5000,3.0
39,3513.0,Fantom,FTM,coin,"Fantom (FTM) is a cryptocurrency launched in 2018. Fantom has a current supply of 2,545,006,273. The last known price of Fantom is 2.13902341 USD and is down -4.50 over the last 24 hours. It is currently trading on 242 active market(s) with $953,085,554.29 traded over the last 24 hours. More information can be found at https://fantom.foundation/.",fantom,https://s2.coinmarketcap.com/static/img/coins/64x64/3513.png,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'binance-smart-chain', 'fantom-ecosystem']","['Platform', 'Enterprise Solutions', 'DeFi', 'Research', 'Scaling', 'Smart Contracts', 'Binance Smart Chain Ecosystem', 'Fantom Ecosystem']","['CATEGORY', 'INDUSTRY', 'CATEGORY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'PLATFORM']",2018-10-29T00:00:00.000Z,2.1379238828351337,952167392.1453851,28.175,0.36921982,-4.30066282,7.41654991,-25.04764854,52.6873708,-17.49466753,5441029693.011932,0.275,6787908328.0,2022-02-11T12:41:00.000Z,0.46702481913579535,0.5329751808642047,528,3.0
40,3602.0,Bitcoin SV,BSV,coin,"Bitcoin SV (BSV) is a cryptocurrency . Users are able to generate BSV through the process of mining. Bitcoin SV has a current supply of 18,976,239.14423905. The last known price of Bitcoin SV is 100.13045341 USD and is down -2.23 over the last 24 hours. It is currently trading on 168 active market(s) with $123,161,570.48 traded over the last 24 hours. More information can be found at https://bitcoinsv.com/.",bitcoin-sv,https://s2.coinmarketcap.com/static/img/coins/64x64/3602.png,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel']","['Mineable', 'PoW', 'SHA-256', 'Medium of Exchange', 'Store Of Value', 'State Channel']","['OTHERS', 'ALGORITHM', 'ALGORITHM', 'INDUSTRY', 'CATEGORY', 'CATEGORY']",2018-11-09T00:00:00.000Z,99.99283386970708,122576753.10754168,39.9895,0.95549504,-2.21250294,9.9504962,-10.91576137,-23.14377286,-41.81015803,1897487928.2217278,0.0959,2099849511.26,2022-02-11T12:41:00.000Z,0.47419962386321424,0.5258003761367858,456,3.0
41,3635.0,Crypto.com Coin,CRO,token,"Crypto.com Coin (CRO) is a cryptocurrency and operates on the Ethereum platform. Crypto.com Coin has a current supply of 30,263,013,692 with 25,263,013,692 in circulation. The last known price of Crypto.com Coin is 0.51422781 USD and is down -2.74 over the last 24 hours. It is currently trading on 127 active market(s) with $269,451,430.67 traded over the last 24 hours. More information can be found at https://www.crypto.com/en/chain.",crypto-com-coin,https://s2.coinmarketcap.com/static/img/coins/64x64/3635.png,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments']","['Medium of Exchange', 'Cosmos Ecosystem', 'Centralized Exchange', 'Mobile', 'Payments']","['INDUSTRY', 'INDUSTRY', 'CATEGORY', 'INDUSTRY', 'INDUSTRY']",2018-12-14T00:00:00.000Z,0.5141226785026655,269479162.4418458,48.5987,-0.02664139,-2.57186478,24.73572651,6.78282824,-10.74978027,26.36025885,12988288266.380552,0.6565,15558901658.89,2022-02-11T12:41:00.000Z,0.5493382720333143,0.45066172796668574,5000,3.0
42,3717.0,Wrapped Bitcoin,WBTC,token,"Wrapped Bitcoin (WBTC) is a cryptocurrency and operates on the Ethereum platform. Wrapped Bitcoin has a current supply of 261,914.35047772. The last known price of Wrapped Bitcoin is 43,518.81158488 USD and is down -2.73 over the last 24 hours. It is currently trading on 333 active market(s) with $248,338,976.68 traded over the last 24 hours. More information can be found at https://wbtc.network.",wrapped-bitcoin,https://s2.coinmarketcap.com/static/img/coins/64x64/3717.png,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'moonriver-ecosystem']","['Medium of Exchange', 'DeFi', 'Wrapped Tokens', 'Fantom Ecosystem', 'Moonriver Ecosystem']","['INDUSTRY', 'CATEGORY', 'PLATFORM', 'PLATFORM', 'CATEGORY']",2019-01-30T00:00:00.000Z,43530.018555656134,248777488.41203898,49.7852,0.17251797,-2.61209519,14.62963087,0.8111931,-10.10099686,-32.6370267,11401136536.287775,0.5761,11401136536.29,2022-02-11T12:41:00.000Z,0.5371604988125642,0.4628395011874357,628,3.0
43,3794.0,Cosmos,ATOM,coin,"Cosmos (ATOM) is a cryptocurrency . Cosmos has a current supply of 0 with 286,370,297 in circulation. The last known price of Cosmos is 29.00745708 USD and is down -5.07 over the last 24 hours. It is currently trading on 235 active market(s) with $911,194,196.15 traded over the last 24 hours. More information can be found at https://cosmos.network/.",cosmos,https://s2.coinmarketcap.com/static/img/coins/64x64/3794.png,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'binance-chain', 'binance-smart-chain', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio']","['Platform', 'Cosmos Ecosystem', 'Content Creation', 'Interoperability', 'Binance Chain', 'Binance Smart Chain Ecosystem', 'Polychain Capital Portfolio', 'DragonFly Capital Portfolio', 'Hashkey Capital Portfolio', '1Confirmation Portfolio', 'Paradigm Portfolio', 'Exnetwork Capital Portfolio']","['CATEGORY', 'INDUSTRY', 'INDUSTRY', 'CATEGORY', 'PLATFORM', 'PLATFORM', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'CATEGORY']",2019-03-14T00:00:00.000Z,28.953542655714596,910987493.9162742,53.9264,0.21194119,-4.96341123,0.35463272,-28.31680692,23.68893956,-9.97227006,8291434609.519157,0.4191,0.0,2022-02-11T12:41:00.000Z,0.5741024901407934,0.42589750985920655,5000,3.0
44,3822.0,Theta Fuel,TFUEL,coin,"Theta Fuel (TFUEL) is a cryptocurrency . Theta Fuel has a current supply of 5,301,214,400. The last known price of Theta Fuel is 0.21965515 USD and is down -0.95 over the last 24 hours. It is currently trading on 30 active market(s) with $164,652,718.98 traded over the last 24 hours. More information can be found at https://www.thetatoken.org.",theta-fuel,https://s2.coinmarketcap.com/static/img/coins/64x64/3822.png,"['media', 'content-creation', 'payments']","['Media', 'Content Creation', 'Payments']","['INDUSTRY', 'INDUSTRY', 'INDUSTRY']",2019-03-28T00:00:00.000Z,0.21927819898998074,163706313.15845817,77.8175,-0.50041254,-2.03481982,30.94556989,27.12994447,0.20584189,-35.61924324,1162440746.0917513,0.0587,1162440746.09,2022-02-11T12:41:00.000Z,,,,3.0
45,3890.0,Polygon,MATIC,coin,"Polygon (MATIC) is a cryptocurrency . Polygon has a current supply of 10,000,000,000 with 7,477,274,364.27 in circulation. The last known price of Polygon is 1.86899484 USD and is down -6.59 over the last 24 hours. It is currently trading on 320 active market(s) with $2,065,464,738.63 traded over the last 24 hours. More information can be found at https://polygon.technology/.",polygon,https://s2.coinmarketcap.com/static/img/coins/64x64/3890.png,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'binance-smart-chain', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem']","['Platform', 'Enterprise Solutions', 'Scaling', 'State Channel', 'Binance Smart Chain Ecosystem', 'Coinbase Ventures Portfolio', 'Binance Launchpad', 'Binance Labs Portfolio', 'Polygon Ecosystem', 'Moonriver Ecosystem']","['CATEGORY', 'INDUSTRY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'CATEGORY', 'CATEGORY', 'CATEGORY', 'PLATFORM', 'CATEGORY']",2019-04-28T00:00:00.000Z,1.8688094536584412,2066413178.3933706,25.4046,0.69425374,-6.47970952,17.97496073,-21.75907068,-4.00024439,9.3381117,13973601019.545689,0.7063,18688094536.58,2022-02-11T12:41:00.000Z,0.5148552145220708,0.4851447854779292,5000,3.0
