Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
TRAIX,T. Rowe Price Capital Appreciation Fund I Class,$35.67,,,$36.75B,US,,,Financial Services,Asset Management
PRWCX,T. Rowe Price Capital Appreciation Fund,$35.66,,,$36.74B,US,,,Financial Services,Asset Management
TTD,"The Trade Desk, Inc.",$74.31,,,$36.52B,US,,1609681,Technology,Software - Application
EA,Electronic Arts Inc.,$145.49,,,$36.48B,US,,1305517,Technology,Electronic Gaming & Multimedia
PACLX,T. Rowe Price Capital Appreciation Fund Advisor Class,$35.02,,,$36.08B,US,,,Financial Services,Asset Management
FSMAX,Fidelity Extended Market Index Fund,$88.07,,,$36.02B,US,,,Financial Services,Asset Management
PEQSX,Putnam Large Cap Value Fund,$35.51,,,$35.66B,US,,,,
PEYAX,Putnam Large Cap Value Fund Class A,$35.47,,,$35.66B,US,,,Financial Services,Asset Management
VTWNX,Vanguard Target Retirement 2020 Fund,$27.5,,,$34.88B,US,,,Financial Services,Asset Management
VTINX,Vanguard Target Retirement Income Fund,$13.51,,,$34.79B,US,,,Financial Services,Asset Management - Income
EBAY,eBay Inc.,$74.03,,,$34.12B,US,,1848779,Consumer Cyclical,Specialty Retail
RBHEX,American Funds 2050 Target Date Retirement Fund,$21.29,,,$34.08B,US,,,Financial Services,Asset Management
RFITX,American Funds 2050 Target Date Retirement Fund Class R-6,$21.98,,,$34.08B,US,,,Financial Services,Asset Management
FAITX,American Funds 2050 Target Date Retirment Fd Cl F-1,$21.61,,,$34.08B,US,,,Financial Services,Asset Management
AALTX,American Funds 2050 Trgt Date Retire A,$21.8,,,$34.08B,US,,,Financial Services,Asset Management
TW,Tradeweb Markets Inc.,$143.745,,,$33.99B,US,,228831,Financial Services,Financial - Capital Markets
VTRLX,Vanguard Institutional Target Retirement 2050 Fund Institutional Shares,$32.04,,,$33.95B,US,,,Financial Services,Asset Management
MWTRX,Metropolitan West Total Return Bond Fund,$8.97,,,$33.86B,US,,,Financial Services,Asset Management - Bonds
MWTIX,TCW MetWest Total Return Bd I,$8.97,,,$33.86B,US,,,Financial Services,Asset Management - Bonds
MWTSX,Metropolitan West Total Return Bond Fund Plan Class,$8.41,,,$33.86B,US,,,Financial Services,Asset Management - Bonds
ANEFX,American Funds New Economy A,$62.72,,,$33.75B,US,,,,
RNNEX,American Funds The New Economy Fund Class R-2E,$59.58,,,$33.75B,US,,,Financial Services,Asset Management
ANFFX,American Funds New Economy Fund Cl F-1 Shs,$62.91,,,$33.75B,US,,,Financial Services,Asset Management
ODFL,"Old Dominion Freight Line, Inc.",$159.415,,,$33.69B,US,,489314,Industrials,Trucking
DXCM,"DexCom, Inc.",$85.01,,,$33.33B,US,,710815,Healthcare,Medical - Devices
DFIEX,DFA International Core Equity Portfolio,$18.08,,,$32.78B,US,,,,
DFEOX,DFA U.S. Core Equity 1 Portfolio,$43.17,,,$32.61B,US,,,,
GEHC,GE HealthCare Technologies Inc.,$70.25,,,$32.17B,US,,799892,Healthcare,Medical - Healthcare Information Services
CCDTX,American Funds 2025 Target Date Retirement Fund Class C,$15.44,,,$32.10B,US,,,Financial Services,Asset Management
FAPTX,American Funds 2025 Target Retirement Fd Cl F-1,$15.67,,,$32.10B,US,,,Financial Services,Asset Management
PRUIX,T. Rowe Price Equity Index 500 Fund I Class,$155.75,,,$32.00B,US,,,Financial Services,Asset Management
PREIX,T. Rowe Price Equity Index 500 Fund,$155.7,,,$32.00B,US,,,Financial Services,Asset Management
MCHP,Microchip Technology Incorporated,$59.07,,,$31.86B,US,,2972881,Technology,Semiconductors
MPWR,"Monolithic Power Systems, Inc.",$661.585,,,$31.68B,US,,92232,Technology,Semiconductors
KHC,The Kraft Heinz Company,$26.5999,,,$31.48B,US,,4507339,Consumer Defensive,Packaged Foods
FSPGX,Fidelity Large Cap Growth Index Fund,$39.07,,,$31.23B,US,,,Financial Services,Asset Management
VTTSX,Vanguard Target Retirement 2060 Fund,$54.02,,,$31.17B,US,,,Financial Services,Asset Management
PAMCX,T. Rowe Price Mid-Cap Growth Fund Advisor Class,$91.07,,,$30.78B,US,,,Financial Services,Asset Management
VMLTX,Vanguard Limited Term Tax-Exempt Fund,$10.84,,,$30.72B,US,,,Financial Services,Asset Management
DFQTX,DFA U.S. Core Equity 2 Portfolio,$38.38,,,$30.61B,US,,,,
IIVI,II-VI Incorporated,$227.08,,,$30.51B,US,,247144,Technology,"Hardware, Equipment & Parts"
CSGP,"CoStar Group, Inc.",$72.23,,,$30.47B,US,,569864,Real Estate,Real Estate - Services
LPLA,LPL Financial Holdings Inc.,$380.67,,,$30.44B,US,,180407,Financial Services,Financial - Capital Markets
FFFEX,Fidelity Freedom 2030 Fund,$18.11,,,$30.30B,US,,,Financial Services,Asset Management
FGTKX,Fidelity Freedom 2030 K6,$17.99,,,$30.30B,US,,,Financial Services,Asset Management
FWONK,Formula One Group,$95.57,,,$30.04B,US,,237860,Communication Services,Entertainment
DLTNX,DoubleLine Total Return Bond Fund Class N,$8.73,,,$29.91B,US,,,Financial Services,Asset Management - Bonds
DBLTX,DoubleLine Total Return Bond Fund Class I,$8.74,,,$29.91B,US,,,Financial Services,Asset Management - Bonds
FPURX,Fidelity Puritan Fund,$24.6,,,$29.55B,US,,,Financial Services,Asset Management
PEMGX,Principal MidCap A,$43.79,,,$29.49B,US,,,,
JUEAX,JPMorgan U.S. Equity Fund Class A,$24.54,,,$29.25B,US,,,Financial Services,Asset Management
JUEMX,JPMorgan U.S. Equity Fund Class R6,$24.83,,,$29.25B,US,,,Financial Services,Asset Management
JUEZX,JPMorgan U.S. Equity Fund Class R2,$24.15,,,$29.25B,US,,,Financial Services,Asset Management
JUSRX,JPMorgan U.S. Equity Fund,$24.75,,,$29.25B,US,,,Financial Services,Asset Management
JUESX,JPMorgan U.S. Equity Fund Class I,$24.66,,,$29.25B,US,,,Financial Services,Asset Management
PAVLX,T. Rowe Price Value Fund Advisor Class,$45.1,,,$29.06B,US,,,Financial Services,Asset Management
TRVLX,T. Rowe Price Value Fund,$46.35,,,$29.06B,US,,,Financial Services,Asset Management
ANSS,"ANSYS, Inc.",$330.085,,,$29.02B,US,,264655,Technology,Software - Application
RRMGX,T. Rowe Price Mid-Cap Growth Fund,$85.12,,,$28.77B,US,,,Financial Services,Asset Management
TRFHX,T. Rowe Price Retirement 2030 I,$26.6,,,$28.74B,US,,,,
TRRCX,T. Rowe Price Retirement 2030 Fund,$26.61,,,$28.74B,US,,,Financial Services,Asset Management
EXE,Expand Energy Corporation,$118.87,,,$28.29B,US,,713526,Energy,Oil & Gas Exploration & Production
NETE,"Net Element, Inc.",$13.09,,,$27.82B,US,,4070566,Technology,Software - Infrastructure
EXEEL,Expand Energy Corporation,$104.535,,,$27.64B,US,,137,Energy,Oil & Gas Energy
EXEEZ,Expand Energy Corporation,$107.24,,,$27.64B,US,,2,Energy,Oil & Gas Energy
FSNVX,Fidelity Freedom 2040 K,$11.95,,,$27.61B,US,,,,
FOCPX,Fidelity OTC Portfolio,$20.48,,,$27.51B,US,,,,
FOCKX,Fidelity OTC K,$21.03,,,$27.51B,US,,,Financial Services,Asset Management
GIBAX,Guggenheim Total Return Bond Fund Class A,$23.59,,,$27.50B,US,,,Financial Services,Asset Management - Bonds
GIBLX,Guggenheim Total Return Bond Fund Class P,$23.57,,,$27.50B,US,,,Financial Services,Asset Management - Bonds
GIBIX,Guggenheim Total Return Bond Fund,$23.61,,,$27.50B,US,,,Financial Services,Asset Management - Bonds
GIBCX,Guggenheim Total Return Bond Fund Class C,$23.58,,,$27.50B,US,,,Financial Services,Asset Management - Bonds
PTRQX,PGIM Total Return Bond Fund -Class R6,$11.89,,,$27.47B,US,,,Financial Services,Asset Management - Bonds
PDBZX,PGIM Total Return Bond Fund Class Z,$11.87,,,$27.42B,US,,,Financial Services,Asset Management - Bonds
VIPSX,Vanguard Inflation Protected Securities Fund,$11.85,,,$27.35B,US,,,Financial Services,Asset Management
VAIPX,Vanguard Inflation-Protected Securities Fund,$23.27,,,$27.35B,US,,,Financial Services,Asset Management
VITPX,Vanguard Institutional Total Stock Market Index Fund,$98.68,,,$27.26B,US,,,Financial Services,Asset Management
DFCEX,DFA  Emerging Markets Core Equity Portfolio,$24.9,,,$27.23B,US,,,,
FFTHX,Fidelity Freedom 2035 Fund,$16.21,,,$27.20B,US,,,Financial Services,Asset Management
EXEEW,Expand Energy Corporation,$110.69,,,$27.19B,US,,1,Energy,Oil & Gas Energy
STRK,MicroStrategy Incorporated,$104.63,,,$26.55B,US,,248499,Technology,Software - Application
PRILX,Parnassus Core Equity Fund - Institutional Shares,$61.36,,,$26.49B,US,,,Financial Services,Asset Management
PRBLX,Parnassus Core Equity Fund,$61.15,,,$26.49B,US,,,Financial Services,Asset Management
SPLK,Splunk Inc.,$156.9,,,$26.44B,US,,18211874,Technology,Software - Infrastructure
MIEIX,MFS Institutional International Equity Fund,$38.85,,,$26.31B,US,,,Financial Services,Asset Management
UAL,"United Airlines Holdings, Inc.",$80.47,,,$26.28B,US,,3036438,Industrials,"Airlines, Airports & Air Services"
JHNBX,John Hancock Bond Fund Class A,$13.37,,,$26.27B,US,,,Financial Services,Asset Management - Bonds
JHBIX,John Hancock Bond Fund Class I,$13.37,,,$26.27B,US,,,Financial Services,Asset Management - Bonds
JBFRX,John Hancock Bond Fund Class R4,$13.39,,,$26.27B,US,,,Financial Services,Asset Management - Bonds
GBLEX,American Funds Global Balanced Fd Cl F-1,$38.66,,,$25.94B,US,,,Financial Services,Asset Management - Global
IBFFX,American Funds Int Bond Fd of America Cl F-1 Shs,$12.57,,,$25.75B,US,,,Financial Services,Asset Management - Bonds
VRSN,"VeriSign, Inc.",$273.8,,,$25.71B,US,,197956,Technology,Software - Infrastructure
FRDAX,Franklin Rising Dividends Fund,$90.44,,,$25.63B,US,,,Financial Services,Asset Management
FRDPX,Franklin Rising Dividends Fund,$90.55,,,$25.63B,US,,,Financial Services,Asset Management
STRF,MicroStrategy Incorporated 10.00% Series A Perpetual Strife Preferred Stock,$104.75,,,$25.48B,US,,157173,Technology,Software - Application
TSCO,Tractor Supply Company,$47.85,,,$25.37B,US,,2242120,Consumer Cyclical,Specialty Retail
FITB,Fifth Third Bancorp,$37.805,,,$25.23B,US,,835875,Financial Services,Banks - Regional
JABAX,Janus Henderson Balanced Fund - T Shares,$46.86,,,$25.07B,US,,,Financial Services,Asset Management
JABNX,Janus Henderson Balanced Fund - N Shares,$46.91,,,$25.07B,US,,,Financial Services,Asset Management
JABCX,Janus Henderson Balanced Fund Class C,$46.05,,,$25.07B,US,,,Financial Services,Asset Management
JBALX,Janus Henderson Balanced Fund,$46.96,,,$25.07B,US,,,Financial Services,Asset Management
JABRX,Janus Henderson Balanced Fund Class S,$46.73,,,$25.07B,US,,,Financial Services,Asset Management
HRCAX,Harbor Capital Appreciation Fund Administrative Class,$109.65,,,$25.03B,US,,,Financial Services,Asset Management
HNACX,Harbor Capital Appreciation Fund - Retirement Class,$115.94,,,$25.03B,US,,,Financial Services,Asset Management
HCAIX,Harbor Capital Appreciation Fund,$104.76,,,$25.03B,US,,,Financial Services,Asset Management
HACAX,Harbor Capital Appreciation Fund Institutional Class,$115.44,,,$25.03B,US,,,Financial Services,Asset Management
BBGLX,Bridge Builder Large Cap Growth,$25.57,,,$24.93B,US,,,,
SBAC,SBA Communications Corporation,$230.55,,,$24.77B,US,,134644,Real Estate,REIT - Specialty
ZM,"Zoom Video Communications, Inc.",$81.535,,,$24.67B,US,,861607,Technology,Software - Application
FZROX,Fidelity ZERO Total Market Index Fund,$20.49,,,$24.58B,US,,,Financial Services,Asset Management
WBD,"Warner Bros. Discovery, Inc.",$9.855,,,$24.38B,US,,17696943,Communication Services,Entertainment
RFKTX,American Funds 2055 Trgt Date Retire R6,$27.78,,,$24.37B,US,,,,
FAJTX,American Funds 2055 Target Date Retirement Fd Cl F-1,$27.19,,,$24.37B,US,,,Financial Services,Asset Management
FMAGX,Fidelity Magellan,$14.88,,,$24.32B,US,,,,
VWEHX,Vanguard High Yield Corporate Fund,$5.46,,,$24.31B,US,,,Financial Services,Asset Management
SMCI,"Super Micro Computer, Inc.",$40.54,,,$24.20B,US,,12325382,Technology,Computer Hardware
RRTDX,T. Rowe Price Retirement 2040 Fund Class R,$31.01,,,$24.05B,US,,,Financial Services,Asset Management
TRRDX,T. Rowe Price Retirement 2040 Fund,$31.88,,,$24.05B,US,,,Financial Services,Asset Management
FCNCA,"First Citizens BancShares, Inc.",$1810.38,,,$23.86B,US,,22434,Financial Services,Banks - Regional
FOX,Fox Corporation,$50.515,,,$23.70B,US,,322172,Communication Services,Entertainment
FOXA,Fox Corporation,$55.13,,,$23.69B,US,,1014721,Communication Services,Entertainment
FSSNX,Fidelity Small Cap Index Fund,$25.8,,,$23.69B,US,,,Financial Services,Asset Management
FGOMX,Strategic Advisers Fidelity Em Mkts,$13.1,,,$23.65B,US,,,,
DUOL,"Duolingo, Inc.",$520.21,,,$23.65B,US,,194959,Technology,Software - Application
AFTFX,"American Fds, The Tax-Exempt  Bond Fund of America, Class F-1 Shs",$12.09,,,$23.52B,US,,,Financial Services,Asset Management - Bonds
CINF,Cincinnati Financial Corporation,$150.23,,,$23.48B,US,,140205,Financial Services,Insurance - Property & Casualty
RITGX,American Funds American High-Inc R6,$9.69,,,$23.36B,US,,,,
AHTFX,American Funds High-Income Trust Cl F-1 Shs,$9.69,,,$23.36B,US,,,Financial Services,Asset Management - Income
FDTRX,Franklin DynaTech Fund,$188.78,,,$23.26B,US,,,Financial Services,Asset Management
FKDNX,Franklin DynaTech A,$177.17,,,$23.26B,US,,,,
TROSX,T. Rowe Price Overseas Stock,$14.38,,,$23.07B,US,,,Financial Services,Asset Management
TWUIX,American Century Ultra Fund - I Class,$96.83,,,$23.05B,US,,,Financial Services,Asset Management
TWCCX,American Century Ultra Fund C Class,$60.58,,,$23.05B,US,,,Financial Services,Asset Management
TWCUX,American Century Ultra Investor Class,$90.76,,,$23.05B,US,,,,
AULDX,American Century Ultra Fund,$98.05,,,$23.05B,US,,,Financial Services,Asset Management
PRFDX,T. Rowe Price Equity Income Fd,$35.68,,,$23.03B,US,,,Financial Services,Asset Management - Income
CDW,CDW Corporation,$174.1775,,,$22.94B,US,,956841,Technology,Information Technology Services
PODD,Insulet Corporation,$323.87,,,$22.79B,US,,212102,Healthcare,Medical - Devices
JCPUX,JPMorgan Core Plus Bond Fund,$7.15,,,$22.76B,US,,,,
IBKR,"Interactive Brokers Group, Inc.",$208.17,,,$87.99B,US,,354913,Financial Services,Financial - Capital Markets
NHMCX,Nuveen High Yield Municipal Bond Fund Class C2,$18.34,,,$22.62B,US,,,Financial Services,Asset Management - Bonds
HBAN,Huntington Bancshares Incorporated,$15.49,,,$22.57B,US,,8449362,Financial Services,Banks - Regional
DFLVX,DFA U.S. Large Cap Value Portfolio  (The),$49.07,,,$22.57B,US,,,,
JAMRX,Janus Henderson Research Fund - T Shares,$85.99,,,$22.41B,US,,,Financial Services,Asset Management
JRAAX,Janus Henderson Research Fund Class A,$84.68,,,$22.41B,US,,,Financial Services,Asset Management
JRARX,Janus Henderson Research Fund Class R,$82.31,,,$22.41B,US,,,Financial Services,Asset Management
JRAIX,Janus Henderson Research Fund,$86.03,,,$22.41B,US,,,Financial Services,Asset Management
UGSFX,American Funds U.S. Govt Securities Cl F-1 Shs,$11.91,,,$22.37B,US,,,Financial Services,Asset Management
RGVGX,American Funds U.S. Government Securities Fund Class R-6,$11.91,,,$22.37B,US,,,Financial Services,Asset Management
AMUSX,American Funds U.S. Government Securities Fund Class A,$11.91,,,$22.37B,US,,,Financial Services,Asset Management
FXIFX,Fidelity Freedom Index 2030 Fund - Investor Class,$20.97,,,$22.32B,US,,,Financial Services,Asset Management
FFEGX,Fidelity Freedom Index 2030 Fund,$20.96,,,$22.32B,US,,,Financial Services,Asset Management
BBVLX,Bridge Builder Large Cap Value Fund,$17.29,,,$22.29B,US,,,,
VWNDX,Vanguard Windsor Fund,$20.83,,,$22.28B,US,,,Financial Services,Asset Management
OAKMX,Oakmark Fund Investor Class,$153.74,,,$22.25B,US,,,Financial Services,Asset Management
VTCLX,Vanguard Tax-Managed Capital Appreciation Fund,$304.34,,,$22.16B,US,,,Financial Services,Asset Management
TRRJX,T. Rowe Price Retirement 2035 Fund,$21.93,,,$22.08B,US,,,Financial Services,Asset Management
PARKX,T. Rowe Price Retirement 2035 Fund Advisor Class,$21.72,,,$22.08B,US,,,Financial Services,Asset Management
MINJX,MFS International Intrinsic Value R6,$41.88,,,$21.91B,US,,,Financial Services,Asset Management
NTRA,"Natera, Inc.",$159.82,,,$21.82B,US,,425796,Healthcare,Medical - Diagnostics & Research
GQGPX,GQG PARTNERS EMERGING MARKETS EQUITY FUND Investor Shares,$16.77,,,$21.72B,US,,,,
VASGX,Vanguard LifeStrategy Growth Fund Investor Shares,$46.41,,,$21.71B,US,,,Financial Services,Asset Management
FLPSX,Fidelity Low-Priced Stock Fund,$41.82,,,$21.63B,US,,,Financial Services,Asset Management
VGSTX,Vanguard STAR Fund,$28.5,,,$21.63B,US,,,Financial Services,Asset Management
ULTA,"Ulta Beauty, Inc.",$476.47,,,$21.42B,US,,680391,Consumer Cyclical,Specialty Retail
JFRNX,Janus Henderson Forty Fund Class N,$57.24,,,$21.30B,US,,,Financial Services,Asset Management
APHKX,Artisan International Value Fund Institutional Class,$51.58,,,$21.21B,US,,,Financial Services,Asset Management
PRJIX,T. Rowe Price New Horizons Fund I Class,$51.36,,,$21.20B,US,,,Financial Services,Asset Management
ARTKX,Artisan International Value Fund Investor Class,$51.41,,,$21.14B,US,,,Financial Services,Asset Management
JCAPX,Janus Henderson Forty Fund Class I,$56.77,,,$21.12B,US,,,Financial Services,Asset Management
APDKX,Artisan International Value Fund Advisor Class,$51.31,,,$21.10B,US,,,Financial Services,Asset Management
JANEX,Janus Henderson Enterprise Fund Class D,$141.05,,,$21.08B,US,,,Financial Services,Asset Management
JDMAX,Janus Henderson Enterprise Fund Class A,$133.23,,,$21.08B,US,,,Financial Services,Asset Management
JDMNX,Janus Henderson Enterprise Fund Class N,$143.72,,,$21.08B,US,,,Financial Services,Asset Management
JGRTX,Janus Henderson Enterprise Fund Class S,$131.69,,,$21.08B,US,,,Financial Services,Asset Management
JMGRX,Janus Henderson Enterprise Fund,$142.41,,,$21.08B,US,,,Financial Services,Asset Management
JAENX,Janus Henderson Enterprise Fund Class T,$139.11,,,$21.08B,US,,,Financial Services,Asset Management
LBNVX,Lord Abbett Bond Debenture Fund,$7.02,,,$21.06B,US,,,Financial Services,Asset Management - Bonds
LBNOX,Lord Abbett Bond Debenture F3,$7.02,,,$21.06B,US,,,,
PRNHX,T. Rowe Price New Horizons Fund,$50.95,,,$21.03B,US,,,Financial Services,Asset Management
VSMGX,Vanguard Lifestrategy Moderate Growth Fund,$32.73,,,$20.94B,US,,,Financial Services,Asset Management
LCEFX,Invesco Diversified Dividend Fund,$18.22,,,$20.94B,US,,,Financial Services,Asset Management
VHCAX,Vanguard Capital Opportunity Fund,$189.08,,,$20.72B,US,,,Financial Services,Asset Management
NTRS,Northern Trust Corporation,$106.14,,,$20.65B,US,,258311,Financial Services,Asset Management
NTNX,"Nutanix, Inc.",$76.63,,,$20.43B,US,,670182,Technology,Software - Infrastructure
FFOPX,Fidelity Freedom Index 2050 Fund,$27.37,,,$20.39B,US,,,Financial Services,Asset Management
